blocker_id,blocker_type,date,year,symbol,company,instrument_id,isin,expected_value,observed_value,source_tier,source_url,source_sha256,severity,root_cause,resolution_status,resolution_source,notes
COUNT_NOT_200:2016-06-10:1094,COUNT_NOT_200,2016-06-10,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-10:88
COUNT_NOT_200:2016-06-13:1095,COUNT_NOT_200,2016-06-13,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-13:88
COUNT_NOT_200:2016-06-14:1096,COUNT_NOT_200,2016-06-14,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-14:88
COUNT_NOT_200:2016-06-15:1097,COUNT_NOT_200,2016-06-15,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-15:88
COUNT_NOT_200:2016-06-16:1098,COUNT_NOT_200,2016-06-16,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-16:88
COUNT_NOT_200:2016-06-17:1099,COUNT_NOT_200,2016-06-17,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-17:88
COUNT_NOT_200:2016-06-20:1100,COUNT_NOT_200,2016-06-20,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-20:88
COUNT_NOT_200:2016-06-21:1101,COUNT_NOT_200,2016-06-21,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-21:88
COUNT_NOT_200:2016-06-22:1102,COUNT_NOT_200,2016-06-22,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-22:88
COUNT_NOT_200:2016-06-23:1103,COUNT_NOT_200,2016-06-23,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-23:88
COUNT_NOT_200:2016-06-24:1104,COUNT_NOT_200,2016-06-24,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-24:88
COUNT_NOT_200:2016-06-27:1105,COUNT_NOT_200,2016-06-27,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-27:88
COUNT_NOT_200:2016-06-28:1106,COUNT_NOT_200,2016-06-28,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-28:88
COUNT_NOT_200:2016-06-29:1107,COUNT_NOT_200,2016-06-29,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-29:88
COUNT_NOT_200:2016-06-30:1108,COUNT_NOT_200,2016-06-30,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-06-30:88
COUNT_NOT_200:2016-07-01:1109,COUNT_NOT_200,2016-07-01,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-01:88
COUNT_NOT_200:2016-07-04:1110,COUNT_NOT_200,2016-07-04,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-04:88
COUNT_NOT_200:2016-07-05:1111,COUNT_NOT_200,2016-07-05,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-05:88
COUNT_NOT_200:2016-07-07:1112,COUNT_NOT_200,2016-07-07,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-07:88
COUNT_NOT_200:2016-07-08:1113,COUNT_NOT_200,2016-07-08,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-08:88
COUNT_NOT_200:2016-07-11:1114,COUNT_NOT_200,2016-07-11,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-11:88
COUNT_NOT_200:2016-07-12:1115,COUNT_NOT_200,2016-07-12,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-12:88
COUNT_NOT_200:2016-07-13:1116,COUNT_NOT_200,2016-07-13,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-13:88
COUNT_NOT_200:2016-07-14:1117,COUNT_NOT_200,2016-07-14,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-14:88
COUNT_NOT_200:2016-07-15:1118,COUNT_NOT_200,2016-07-15,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-15:88
COUNT_NOT_200:2016-07-18:1119,COUNT_NOT_200,2016-07-18,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-18:88
COUNT_NOT_200:2016-07-19:1120,COUNT_NOT_200,2016-07-19,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-19:88
COUNT_NOT_200:2016-07-20:1121,COUNT_NOT_200,2016-07-20,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-20:88
COUNT_NOT_200:2016-07-21:1122,COUNT_NOT_200,2016-07-21,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-21:88
COUNT_NOT_200:2016-07-22:1123,COUNT_NOT_200,2016-07-22,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-22:88
COUNT_NOT_200:2016-07-25:1124,COUNT_NOT_200,2016-07-25,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-25:88
COUNT_NOT_200:2016-07-26:1125,COUNT_NOT_200,2016-07-26,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-26:88
COUNT_NOT_200:2016-07-27:1126,COUNT_NOT_200,2016-07-27,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-27:88
COUNT_NOT_200:2016-07-28:1127,COUNT_NOT_200,2016-07-28,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-28:88
COUNT_NOT_200:2016-07-29:1128,COUNT_NOT_200,2016-07-29,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-07-29:88
COUNT_NOT_200:2016-08-01:1129,COUNT_NOT_200,2016-08-01,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-01:88
COUNT_NOT_200:2016-08-02:1130,COUNT_NOT_200,2016-08-02,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-02:88
COUNT_NOT_200:2016-08-03:1131,COUNT_NOT_200,2016-08-03,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-03:88
COUNT_NOT_200:2016-08-04:1132,COUNT_NOT_200,2016-08-04,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-04:88
COUNT_NOT_200:2016-08-05:1133,COUNT_NOT_200,2016-08-05,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-05:88
COUNT_NOT_200:2016-08-08:1134,COUNT_NOT_200,2016-08-08,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-08:88
COUNT_NOT_200:2016-08-09:1135,COUNT_NOT_200,2016-08-09,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-09:88
COUNT_NOT_200:2016-08-10:1136,COUNT_NOT_200,2016-08-10,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-10:88
COUNT_NOT_200:2016-08-11:1137,COUNT_NOT_200,2016-08-11,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-11:88
COUNT_NOT_200:2016-08-12:1138,COUNT_NOT_200,2016-08-12,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-12:88
COUNT_NOT_200:2016-08-16:1139,COUNT_NOT_200,2016-08-16,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-16:88
COUNT_NOT_200:2016-08-17:1140,COUNT_NOT_200,2016-08-17,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-17:88
COUNT_NOT_200:2016-08-18:1141,COUNT_NOT_200,2016-08-18,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-18:88
COUNT_NOT_200:2016-08-19:1142,COUNT_NOT_200,2016-08-19,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-19:88
COUNT_NOT_200:2016-08-22:1143,COUNT_NOT_200,2016-08-22,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-22:88
COUNT_NOT_200:2016-08-23:1144,COUNT_NOT_200,2016-08-23,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-23:88
COUNT_NOT_200:2016-08-24:1145,COUNT_NOT_200,2016-08-24,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-24:88
COUNT_NOT_200:2016-08-25:1146,COUNT_NOT_200,2016-08-25,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-25:88
COUNT_NOT_200:2016-08-26:1147,COUNT_NOT_200,2016-08-26,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-26:88
COUNT_NOT_200:2016-08-29:1148,COUNT_NOT_200,2016-08-29,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-29:88
COUNT_NOT_200:2016-08-30:1149,COUNT_NOT_200,2016-08-30,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-30:88
COUNT_NOT_200:2016-08-31:1150,COUNT_NOT_200,2016-08-31,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-08-31:88
COUNT_NOT_200:2016-09-01:1151,COUNT_NOT_200,2016-09-01,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-01:88
COUNT_NOT_200:2016-09-02:1152,COUNT_NOT_200,2016-09-02,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-02:88
COUNT_NOT_200:2016-09-06:1153,COUNT_NOT_200,2016-09-06,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-06:88
COUNT_NOT_200:2016-09-07:1154,COUNT_NOT_200,2016-09-07,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-07:88
COUNT_NOT_200:2016-09-08:1155,COUNT_NOT_200,2016-09-08,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-08:88
COUNT_NOT_200:2016-09-09:1156,COUNT_NOT_200,2016-09-09,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-09:88
COUNT_NOT_200:2016-09-12:1157,COUNT_NOT_200,2016-09-12,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-12:88
COUNT_NOT_200:2016-09-14:1158,COUNT_NOT_200,2016-09-14,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-14:88
COUNT_NOT_200:2016-09-15:1159,COUNT_NOT_200,2016-09-15,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-15:88
COUNT_NOT_200:2016-09-16:1160,COUNT_NOT_200,2016-09-16,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-16:88
COUNT_NOT_200:2016-09-19:1161,COUNT_NOT_200,2016-09-19,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-19:88
COUNT_NOT_200:2016-09-20:1162,COUNT_NOT_200,2016-09-20,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-20:88
COUNT_NOT_200:2016-09-21:1163,COUNT_NOT_200,2016-09-21,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-21:88
COUNT_NOT_200:2016-09-22:1164,COUNT_NOT_200,2016-09-22,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-22:88
COUNT_NOT_200:2016-09-23:1165,COUNT_NOT_200,2016-09-23,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-23:88
COUNT_NOT_200:2016-09-26:1166,COUNT_NOT_200,2016-09-26,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-26:88
COUNT_NOT_200:2016-09-27:1167,COUNT_NOT_200,2016-09-27,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-27:88
COUNT_NOT_200:2016-09-28:1168,COUNT_NOT_200,2016-09-28,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-28:88
COUNT_NOT_200:2016-09-29:1169,COUNT_NOT_200,2016-09-29,2016,,,,,201,88,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-29:88
COUNT_NOT_200:2016-09-30:1170,COUNT_NOT_200,2016-09-30,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-09-30:89
COUNT_NOT_200:2016-10-03:1171,COUNT_NOT_200,2016-10-03,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-03:89
COUNT_NOT_200:2016-10-04:1172,COUNT_NOT_200,2016-10-04,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-04:89
COUNT_NOT_200:2016-10-05:1173,COUNT_NOT_200,2016-10-05,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-05:89
COUNT_NOT_200:2016-10-06:1174,COUNT_NOT_200,2016-10-06,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-06:89
COUNT_NOT_200:2016-10-07:1175,COUNT_NOT_200,2016-10-07,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-07:89
COUNT_NOT_200:2016-10-10:1176,COUNT_NOT_200,2016-10-10,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-10:89
COUNT_NOT_200:2016-10-13:1177,COUNT_NOT_200,2016-10-13,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-13:89
COUNT_NOT_200:2016-10-14:1178,COUNT_NOT_200,2016-10-14,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-14:89
COUNT_NOT_200:2016-10-17:1179,COUNT_NOT_200,2016-10-17,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-17:89
COUNT_NOT_200:2016-10-18:1180,COUNT_NOT_200,2016-10-18,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-18:89
COUNT_NOT_200:2016-10-19:1181,COUNT_NOT_200,2016-10-19,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-19:89
COUNT_NOT_200:2016-10-20:1182,COUNT_NOT_200,2016-10-20,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-20:89
COUNT_NOT_200:2016-10-21:1183,COUNT_NOT_200,2016-10-21,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-21:89
COUNT_NOT_200:2016-10-24:1184,COUNT_NOT_200,2016-10-24,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-24:89
COUNT_NOT_200:2016-10-25:1185,COUNT_NOT_200,2016-10-25,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-25:89
COUNT_NOT_200:2016-10-26:1186,COUNT_NOT_200,2016-10-26,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-26:89
COUNT_NOT_200:2016-10-27:1187,COUNT_NOT_200,2016-10-27,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-27:89
COUNT_NOT_200:2016-10-28:1188,COUNT_NOT_200,2016-10-28,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-10-28:89
COUNT_NOT_200:2016-11-01:1189,COUNT_NOT_200,2016-11-01,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-01:89
COUNT_NOT_200:2016-11-02:1190,COUNT_NOT_200,2016-11-02,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-02:89
COUNT_NOT_200:2016-11-03:1191,COUNT_NOT_200,2016-11-03,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-03:89
COUNT_NOT_200:2016-11-04:1192,COUNT_NOT_200,2016-11-04,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-04:89
COUNT_NOT_200:2016-11-07:1193,COUNT_NOT_200,2016-11-07,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-07:89
COUNT_NOT_200:2016-11-08:1194,COUNT_NOT_200,2016-11-08,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-08:89
COUNT_NOT_200:2016-11-09:1195,COUNT_NOT_200,2016-11-09,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-09:89
COUNT_NOT_200:2016-11-10:1196,COUNT_NOT_200,2016-11-10,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-10:89
COUNT_NOT_200:2016-11-11:1197,COUNT_NOT_200,2016-11-11,2016,,,,,201,89,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-11:89
COUNT_NOT_200:2016-11-15:1198,COUNT_NOT_200,2016-11-15,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-15:90
COUNT_NOT_200:2016-11-16:1199,COUNT_NOT_200,2016-11-16,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-16:90
COUNT_NOT_200:2016-11-17:1200,COUNT_NOT_200,2016-11-17,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-17:90
COUNT_NOT_200:2016-11-18:1201,COUNT_NOT_200,2016-11-18,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-18:90
COUNT_NOT_200:2016-11-21:1202,COUNT_NOT_200,2016-11-21,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-21:90
COUNT_NOT_200:2016-11-22:1203,COUNT_NOT_200,2016-11-22,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-22:90
COUNT_NOT_200:2016-11-23:1204,COUNT_NOT_200,2016-11-23,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-23:90
COUNT_NOT_200:2016-11-24:1205,COUNT_NOT_200,2016-11-24,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-24:90
COUNT_NOT_200:2016-11-25:1206,COUNT_NOT_200,2016-11-25,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-25:90
COUNT_NOT_200:2016-11-28:1207,COUNT_NOT_200,2016-11-28,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-28:90
COUNT_NOT_200:2016-11-29:1208,COUNT_NOT_200,2016-11-29,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-29:90
COUNT_NOT_200:2016-11-30:1209,COUNT_NOT_200,2016-11-30,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-11-30:90
COUNT_NOT_200:2016-12-01:1210,COUNT_NOT_200,2016-12-01,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-01:90
COUNT_NOT_200:2016-12-02:1211,COUNT_NOT_200,2016-12-02,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-02:90
COUNT_NOT_200:2016-12-05:1212,COUNT_NOT_200,2016-12-05,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-05:90
COUNT_NOT_200:2016-12-06:1213,COUNT_NOT_200,2016-12-06,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-06:90
COUNT_NOT_200:2016-12-07:1214,COUNT_NOT_200,2016-12-07,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-07:90
COUNT_NOT_200:2016-12-08:1215,COUNT_NOT_200,2016-12-08,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-08:90
COUNT_NOT_200:2016-12-09:1216,COUNT_NOT_200,2016-12-09,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-09:90
COUNT_NOT_200:2016-12-12:1217,COUNT_NOT_200,2016-12-12,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-12:90
COUNT_NOT_200:2016-12-13:1218,COUNT_NOT_200,2016-12-13,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-13:90
COUNT_NOT_200:2016-12-14:1219,COUNT_NOT_200,2016-12-14,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-14:90
COUNT_NOT_200:2016-12-15:1220,COUNT_NOT_200,2016-12-15,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-15:90
COUNT_NOT_200:2016-12-16:1221,COUNT_NOT_200,2016-12-16,2016,,,,,201,90,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2016-12-16:90
